label,lat,lon,input,to,from
640763861_bank,53.36448,-6.48793,0.0,6301.0,5774.0
664134262_bank,53.36417,-6.48574,0.0,6276.0,5819.0
269516693_bank,53.35641,-6.45094,0.0,5452.0,5529.0
506821883_bank,53.35699,-6.45033,0.0,5492.0,5569.0
506820008_bank,53.35732,-6.45005,0.0,5515.0,5592.0
836241894_bank,53.35904,-6.44599,0.0,5359.0,5623.0
1421925391_bank,53.35348,-6.39078,0.0,5179.0,5392.0
640777155_bank,53.40558,-6.37846,0.0,8750.0,6630.0
142681157_bank,53.38586,-6.37425,0.0,5893.0,4874.0
325750297_bank,53.35565,-6.36908,0.0,5014.0,4757.0
848714318_bank,53.35134,-6.36786,0.0,5048.0,4927.0
292365438_bank,53.28717,-6.36251,0.0,4638.0,4037.0
292365522_bank,53.2872,-6.36183,0.0,4627.0,4026.0
292369382_bank,53.28806,-6.35729,0.0,5936.0,4241.0
1121462423_bank,53.34258,-6.35379,0.0,5212.0,4149.0
458220912_bank,53.28167,-6.34014,0.0,4314.0,3483.0
702781376_bank,53.3164,-6.31716,0.0,4376.0,2748.0
882292484_bank,53.32769,-6.30754,0.0,4264.0,3666.0
282964752_bank,53.29873,-6.30271,0.0,5186.0,3392.0
1425374411_bank,53.29635,-6.29748,0.0,3975.0,2682.0
1425374419_bank,53.29696,-6.29713,0.0,4032.0,2625.0
1425374423_bank,53.2983,-6.28611,0.0,3835.0,1960.0
1425374408_bank,53.2998,-6.2848,0.0,3888.0,1990.0
1425374425_bank,53.29998,-6.28404,0.0,3840.0,1942.0
1430846964_bank,53.30965,-6.28386,0.0,4030.0,2304.0
1020103388_bank,53.36128,-6.28355,0.0,4595.0,3933.0
632707895_bank,53.34655,-6.27925,0.0,4520.0,3920.0
632644411_bank,53.34643,-6.27814,0.0,4295.0,3856.0
849784690_bank,53.33232,-6.27428,0.0,3433.0,3003.0
972063358_bank,53.36108,-6.27293,0.0,-1.0,-1.0
972063361_bank,53.36125,-6.27292,0.0,-1.0,-1.0
970300216_bank,53.36116,-6.27249,0.0,6315.0,4034.0
262397827_bank,53.36083,-6.27172,0.0,4917.0,3740.0
442397196_bank,53.34853,-6.26905,0.0,4239.0,3938.0
739766942_bank,53.33617,-6.26556,0.0,3484.0,2753.0
715732955_bank,53.3226,-6.26548,0.0,3397.0,2867.0
739756788_bank,53.33564,-6.26546,0.0,3436.0,2707.0
778699202_bank,53.33238,-6.26493,0.0,3233.0,2462.0
467744836_bank,53.3523,-6.26175,0.0,3891.0,3179.0
467744900_bank,53.3599,-6.26142,0.0,4516.0,3453.0
445431810_bank,53.34109,-6.26075,0.0,4756.0,3620.0
1348371072_bank,53.3439,-6.26065,0.0,4662.0,3395.0
560989708_bank,53.3432,-6.25961,0.0,4862.0,3883.0
1123319211_bank,53.34852,-6.25936,0.0,4158.0,3249.0
279912238_bank,53.34798,-6.25913,0.0,4160.0,3238.0
1348370985_bank,53.34772,-6.259,0.0,4138.0,3216.0
441995191_bank,53.36325,-6.25782,0.0,4786.0,3898.0
641232440_bank,53.36694,-6.25562,0.0,4511.0,3597.0
564076260_bank,53.32519,-6.25544,0.0,3008.0,2263.0
642990281_bank,53.36767,-6.25527,0.0,-1.0,-1.0
291601540_bank,53.33839,-6.25515,0.0,5204.0,3548.0
650378458_bank,53.32552,-6.25489,0.0,2958.0,2211.0
612418021_bank,53.3473,-6.25341,0.0,4028.0,3209.0
646866967_bank,53.32438,-6.25236,0.0,2832.0,2134.0
291633761_bank,53.33744,-6.25138,0.0,4585.0,3026.0
298515362_bank,53.34977,-6.25019,0.0,4248.0,3414.0
558678481_bank,53.34427,-6.2494,0.0,3735.0,2919.0
565601399_bank,53.33631,-6.2477,0.0,4554.0,2989.0
1463130383_bank,53.38083,-6.24576,0.0,4924.0,4090.0
298526605_bank,53.39528,-6.24564,0.0,5354.0,4386.0
1336631745_bank,53.34822,-6.2456,0.0,4217.0,3325.0
1318857761_bank,53.30331,-6.24548,0.0,2363.0,1790.0
921832745_bank,53.46063,-6.24525,0.0,7481.0,5923.0
679924376_bank,53.34907,-6.24392,0.0,4413.0,3507.0
927235328_bank,53.45301,-6.2432,0.0,6748.0,5512.0
664821063_bank,53.32505,-6.24154,0.0,4162.0,2546.0
1496779540_bank,53.38174,-6.24144,0.0,5002.0,4414.0
1508853548_bank,53.36267,-6.2393,0.0,5181.0,3826.0
441994992_bank,53.36057,-6.23919,0.0,4959.0,3838.0
278007633_bank,53.43143,-6.22933,0.0,6504.0,5195.0
923913615_bank,53.45693,-6.22143,0.0,7132.0,5295.0
922022539_bank,53.45813,-6.22078,0.0,7191.0,5383.0
923907715_bank,53.45826,-6.22073,0.0,7160.0,5391.0
912784526_bank,53.45842,-6.2203,0.0,7124.0,5444.0
913431549_bank,53.46081,-6.21895,0.0,7248.0,5575.0
1500542352_bank,53.2781,-6.2173,0.0,3340.0,1004.0
1500542383_bank,53.27801,-6.21615,0.0,3316.0,980.0
654042898_bank,53.33257,-6.21553,0.0,4469.0,3166.0
340118552_bank,53.30879,-6.21503,0.0,4024.0,2225.0
698677330_bank,53.31751,-6.20826,0.0,4210.0,2723.0
567038327_bank,53.27732,-6.20656,0.0,3254.0,1081.0
1241999449_bank,53.30216,-6.17914,0.0,4385.0,2320.0
662938379_bank,53.30176,-6.17782,0.0,4303.0,2238.0
662938724_bank,53.30119,-6.17733,0.0,4347.0,2178.0
662938676_bank,53.30127,-6.1771,0.0,4345.0,2176.0
1456300012_bank,53.38046,-6.17247,0.0,6592.0,5312.0
944053489_bank,53.45073,-6.15415,0.0,7411.0,5932.0
944053480_bank,53.45054,-6.15377,0.0,7463.0,5984.0
944053455_bank,53.45088,-6.15343,0.0,7450.0,5971.0
944053511_bank,53.45065,-6.15286,0.0,7491.0,6012.0
606977264_bank,53.2921,-6.13587,0.0,4852.0,3230.0
594872860_bank,53.29226,-6.13574,0.0,4855.0,3231.0
593844433_bank,53.29186,-6.13484,0.0,4908.0,3288.0
431153394_bank,53.2916,-6.13417,0.0,4947.0,3329.0
