label,lat,lon,input,to,from
640763861_bank,53.36448,-6.48793,0.0,5756.0,5738.0
664134262_bank,53.36417,-6.48574,0.0,5731.0,5783.0
269516693_bank,53.35641,-6.45094,0.0,4862.0,5733.0
506821883_bank,53.35699,-6.45033,0.0,4902.0,5773.0
506820008_bank,53.35732,-6.45005,0.0,4925.0,5796.0
836241894_bank,53.35904,-6.44599,0.0,5146.0,5914.0
1421925391_bank,53.35348,-6.39078,0.0,4589.0,5050.0
640777155_bank,53.40558,-6.37846,0.0,5502.0,5505.0
142681157_bank,53.38586,-6.37425,0.0,4572.0,5054.0
325750297_bank,53.35565,-6.36908,0.0,4424.0,4415.0
848714318_bank,53.35134,-6.36786,0.0,4458.0,4585.0
292365438_bank,53.28717,-6.36251,0.0,7112.0,6013.0
292365522_bank,53.2872,-6.36183,0.0,7101.0,6002.0
292369382_bank,53.28806,-6.35729,0.0,6896.0,5770.0
1121462423_bank,53.34258,-6.35379,0.0,5282.0,5127.0
458220912_bank,53.28167,-6.34014,0.0,6320.0,6706.0
702781376_bank,53.3164,-6.31716,0.0,5269.0,5462.0
882292484_bank,53.32769,-6.30754,0.0,5465.0,4494.0
282964752_bank,53.29873,-6.30271,0.0,5163.0,5409.0
1425374411_bank,53.29635,-6.29748,0.0,5483.0,5734.0
1425374419_bank,53.29696,-6.29713,0.0,5540.0,5769.0
1425374423_bank,53.2983,-6.28611,0.0,5050.0,5450.0
1425374408_bank,53.2998,-6.2848,0.0,5025.0,5367.0
1425374425_bank,53.29998,-6.28404,0.0,4977.0,5319.0
1430846964_bank,53.30965,-6.28386,0.0,4681.0,4906.0
1020103388_bank,53.36128,-6.28355,0.0,3405.0,3623.0
632707895_bank,53.34655,-6.27925,0.0,3767.0,3927.0
632644411_bank,53.34643,-6.27814,0.0,3705.0,3580.0
849784690_bank,53.33232,-6.27428,0.0,4150.0,4385.0
972063358_bank,53.36108,-6.27293,0.0,-1.0,-1.0
972063361_bank,53.36125,-6.27292,0.0,-1.0,-1.0
