label,lat,lon,input,to,from
640763861_bank,53.36448,-6.48793,0.0,3663.0,3893.0
664134262_bank,53.36417,-6.48574,0.0,3638.0,3938.0
269516693_bank,53.35641,-6.45094,0.0,3207.0,3348.0
506821883_bank,53.35699,-6.45033,0.0,3247.0,3388.0
506820008_bank,53.35732,-6.45005,0.0,3279.0,3411.0
836241894_bank,53.35904,-6.44599,0.0,3414.0,3562.0
1421925391_bank,53.35348,-6.39078,0.0,2694.0,3085.0
640777155_bank,53.40558,-6.37846,0.0,5605.0,4614.0
142681157_bank,53.38586,-6.37425,0.0,3948.0,3762.0
325750297_bank,53.35565,-6.36908,0.0,2529.0,2450.0
848714318_bank,53.35134,-6.36786,0.0,2591.0,2620.0
292365438_bank,53.28717,-6.36251,0.0,1670.0,3503.0
292365522_bank,53.2872,-6.36183,0.0,1659.0,3492.0
292369382_bank,53.28806,-6.35729,0.0,1445.0,3236.0
1121462423_bank,53.34258,-6.35379,0.0,2667.0,2742.0
458220912_bank,53.28167,-6.34014,0.0,1619.0,1467.0
702781376_bank,53.3164,-6.31716,0.0,1238.0,1452.0
882292484_bank,53.32769,-6.30754,0.0,2069.0,1959.0
282964752_bank,53.29873,-6.30271,0.0,455.0,618.0
1425374411_bank,53.29635,-6.29748,0.0,928.0,986.0
1425374419_bank,53.29696,-6.29713,0.0,871.0,1005.0
1425374423_bank,53.2983,-6.28611,0.0,735.0,702.0
1425374408_bank,53.2998,-6.2848,0.0,776.0,619.0
1425374425_bank,53.29998,-6.28404,0.0,728.0,571.0
1430846964_bank,53.30965,-6.28386,0.0,200.0,378.0
1020103388_bank,53.36128,-6.28355,0.0,2212.0,2363.0
632707895_bank,53.34655,-6.27925,0.0,2098.0,1820.0
632644411_bank,53.34643,-6.27814,0.0,2036.0,1756.0
849784690_bank,53.33232,-6.27428,0.0,924.0,921.0
972063358_bank,53.36108,-6.27293,0.0,-1.0,-1.0
972063361_bank,53.36125,-6.27292,0.0,-1.0,-1.0
970300216_bank,53.36116,-6.27249,0.0,2690.0,2549.0
262397827_bank,53.36083,-6.27172,0.0,2555.0,2420.0
442397196_bank,53.34853,-6.26905,0.0,1985.0,1874.0
739766942_bank,53.33617,-6.26556,0.0,1103.0,1054.0
715732955_bank,53.3226,-6.26548,0.0,447.0,440.0
739756788_bank,53.33564,-6.26546,0.0,984.0,1008.0
778699202_bank,53.33238,-6.26493,0.0,762.0,660.0
467744836_bank,53.3523,-6.26175,0.0,1826.0,1802.0
467744900_bank,53.3599,-6.26142,0.0,2022.0,2073.0
445431810_bank,53.34109,-6.26075,0.0,1365.0,1439.0
1348371072_bank,53.3439,-6.26065,0.0,1319.0,1511.0
560989708_bank,53.3432,-6.25961,0.0,1382.0,1456.0
1123319211_bank,53.34852,-6.25936,0.0,1884.0,1573.0
279912238_bank,53.34798,-6.25913,0.0,1856.0,1525.0
1348370985_bank,53.34772,-6.259,0.0,1834.0,1503.0
