label,lat,lon,input,to,from
1485770446_supermarket,53.37128,-6.4883,0.0,6426.0,5881.0
664490914_supermarket,53.27938,-6.4454,0.0,5418.0,4777.0
335579068_supermarket,53.28043,-6.44502,0.0,5350.0,4709.0
597697553_supermarket,53.34069,-6.43222,0.0,4490.0,4134.0
1425052213_supermarket,53.28285,-6.42305,0.0,4621.0,4236.0
263367123_supermarket,53.34761,-6.422,0.0,4561.0,4171.0
765685571_supermarket,53.39279,-6.42036,0.0,5441.0,5268.0
1264001281_supermarket,53.34762,-6.4078,0.0,4733.0,4837.0
658999939_supermarket,53.40303,-6.39849,0.0,6732.0,5052.0
1512943351_supermarket,53.34434,-6.39799,0.0,4086.0,3778.0
988852242_supermarket,53.3938,-6.39107,0.0,4909.0,4592.0
1076642051_supermarket,53.2864,-6.3904,0.0,3831.0,2759.0
988852237_supermarket,53.39173,-6.38824,0.0,5112.0,4795.0
681465300_supermarket,53.35403,-6.38735,0.0,-1.0,-1.0
1532673674_supermarket,53.39083,-6.38526,0.0,5730.0,-1.0
138099058_supermarket,53.41998,-6.38205,0.0,5876.0,5431.0
1171035974_supermarket,53.38878,-6.38084,0.0,5360.0,4377.0
681467039_supermarket,53.35019,-6.37994,0.0,3785.0,3522.0
249338235_supermarket,53.38618,-6.37881,0.0,5484.0,5030.0
983302034_supermarket,53.28347,-6.37591,0.0,2843.0,2396.0
770873264_supermarket,53.28699,-6.37304,0.0,3192.0,2103.0
1420913522_supermarket,53.27591,-6.3663,0.0,2871.0,2937.0
1424006106_supermarket,53.2988,-6.35987,0.0,4078.0,2786.0
662301991_supermarket,53.28119,-6.34189,0.0,2396.0,1653.0
778170439_supermarket,53.32411,-6.33613,0.0,2842.0,2624.0
441233509_supermarket,53.37632,-6.33313,0.0,4542.0,4138.0
1494358165_supermarket,53.29912,-6.32152,0.0,2962.0,3357.0
335980360_supermarket,53.33933,-6.31991,0.0,2695.0,2911.0
1500501199_supermarket,53.31555,-6.31833,0.0,1753.0,1868.0
257168820_supermarket,53.39869,-6.3046,0.0,5084.0,4440.0
739965045_supermarket,53.40314,-6.30313,0.0,5086.0,4597.0
147086244_supermarket,53.33032,-6.30131,0.0,2298.0,2576.0
1500342036_supermarket,53.29068,-6.29845,0.0,1501.0,1154.0
975302715_supermarket,53.34433,-6.29697,0.0,3294.0,3124.0
1425374426_supermarket,53.29747,-6.29678,0.0,1873.0,1055.0
1430847123_supermarket,53.33069,-6.29624,0.0,2082.0,2434.0
1426100407_supermarket,53.33664,-6.28749,0.0,2302.0,2754.0
325783580_supermarket,53.35631,-6.28675,0.0,3196.0,2632.0
518893601_supermarket,53.34699,-6.28235,0.0,3013.0,2428.0
1426048603_supermarket,53.34315,-6.28023,0.0,2844.0,3087.0
559286282_supermarket,53.34852,-6.27957,0.0,3051.0,2615.0
1226171155_supermarket,53.34275,-6.27878,0.0,2799.0,2609.0
370213860_supermarket,53.34929,-6.27839,0.0,3171.0,2639.0
768519995_supermarket,53.34964,-6.27673,0.0,3280.0,2659.0
584990883_supermarket,53.33789,-6.27668,0.0,2556.0,2639.0
956048077_supermarket,53.3623,-6.27316,0.0,3442.0,3278.0
659803043_supermarket,53.28966,-6.26781,0.0,914.0,752.0
971982648_supermarket,53.34652,-6.2675,0.0,3128.0,2294.0
564413752_supermarket,53.32227,-6.2659,0.0,1315.0,1088.0
507962496_supermarket,53.27766,-6.2657,0.0,2461.0,1644.0
582754944_supermarket,53.35086,-6.26563,0.0,3270.0,2671.0
470326920_supermarket,53.35042,-6.26559,0.0,3738.0,2679.0
