label,lat,long,input
2373,53.348437870047114,-6.279029846191406,0
2374,53.409136376404,-6.2140801796596,0
2375,53.367544757041884,-6.363379955291748,0
2376,53.4516308826273,-6.15558385848999,0
2377,53.301381845,-6.203627618,0
2378,53.29252797485898,-6.191976070404053,0
2379,53.474037702920974,-6.171301603317261,0
2380,53.44575256399873,-6.249375343322754,0
2381,53.4472733374745,-6.248431205749512,0
2382,53.46137943048832,-6.217489242553711,0
2383,53.606104291054606,-6.17556095123291,0
2384,53.44447456099559,-6.211137771606445,0
2385,53.444512901645105,-6.211202144622803,0
2386,53.460817320776655,-6.217317581176758,0
2387,53.312416295607065,-6.2628936767578125,0
2388,53.311262487582844,-6.291840076446533,0
2389,53.41586279415907,-6.388678550720215,0
2390,53.324642619,-6.27471887,0
2391,53.270768,-6.330558,0
2392,53.357594884,-6.241397369,0
2393,53.247888110455,-6.1313205271579,0
2394,53.26851116455855,-6.259138584136963,0
2395,53.268459832136976,-6.258409023284912,0
2396,53.265148760760276,-6.151142120361328,0
2397,53.22629511540427,-6.123161315917969,0
2398,53.30572377495223,-6.2079620361328125,0
2399,53.34222567460426,-6.26619923551732,0
2400,53.38874399999998,-6.252104747360249,0
2401,53.349211452016355,-6.239278554214479,0
2402,53.35759298148931,-6.2670778882481954,0
2403,53.356875820163324,-6.265618766544094,0
2404,53.334591714,-6.242666296,0
2405,53.349832871612755,-6.238736644739447,0
2406,53.44768227567516,-6.247272491455078,0
2407,53.35380271933316,-6.270481372670247,0
2408,53.350205488566594,-6.238861083984375,0
2409,53.356490712,-6.25126265,0
2410,53.28469583860928,-6.446792587341292,0
2411,53.361630067885805,-6.277993490737913,0
2412,53.326528212147906,-6.2212004404755135,0
2413,53.359078491560254,-6.256349052188625,0
2414,53.359004985920194,-6.2566967139177905,0
2415,53.38915350145009,-6.251353728836079,0
2416,53.39566095383726,-6.3903187570167574,0
2417,53.404655,-6.287712,0
2418,53.38902553267008,-6.252040374343892,0
2419,53.358567250113,-6.2735120545697,0
2420,53.35544581029538,-6.264669072540869,0
2421,53.31066521613724,-6.246896593944939,0
2422,53.35692704637254,-6.2657045972325704,0
2423,53.404655,-6.287712,0
2424,53.405294605104984,-6.287593982803401,0
2425,53.39566095383726,-6.390361672360996,0
2426,53.281463,-6.441514,0
2427,53.281463,-6.441514,0
2428,53.35245009878086,-6.250493332377346,0
2429,53.34259652240163,-6.309027671813965,0
2430,53.34743874889807,-6.282613277435303,0
2431,53.35743930507826,-6.251542533633938,0
2432,53.34992253225227,-6.239294544214545,0
2433,53.35477549257112,-6.255404914615383,0
2434,53.35713195059369,-6.251199210880031,0
2435,53.360335858989366,-6.275768280029297,0
2436,53.33861216178372,-6.27943754196167,0
2437,53.380652835,-6.358849203,0
2438,53.28778707254112,-6.181952215591423,0
2439,53.2879939459469,-6.183560744495253,0
2440,53.246625133903294,-6.142215728759766,0
2441,53.359095238,-6.273259914,0
2442,53.40545141393127,-6.287999153137207,0
2443,53.373914,-6.100048,0
2444,53.378323817036126,-6.174359321594238,0
2445,53.28820543193896,-6.181526184082031,0
2446,53.3570174010777,-6.26968523418318,0
2447,53.349249878587976,-6.2391498081817645,0
2448,53.356787998,-6.250707768,0
2449,53.28515765273163,-6.447135910095199,0
2450,53.28815412316517,-6.182384490966797,0
2451,53.35375090496626745132049656319,-6.25295873999384242021621045674,0
2452,53.276382330901484,-6.432802185119613,0
2453,53.356773367560166,-6.268537009952297,0
2454,53.35754175608053,-6.264245475528469,0
2455,53.35661486800137,-6.250917117721542,0
2456,53.33974659087251,-6.2468747833623865,0
2457,53.35751855140597,-6.265125274658203,0
2458,53.281463,-6.441514,0
2459,53.315210945789794,-6.2740302085876465,0
2460,53.450336116,-6.167502567,0
2461,53.45818913,-6.22263454,0
2462,53.31863350201451,-6.3715338706970215,0
2463,53.36462300774386864414690598891,-6.19857135628282582576369879625,0
2464,53.368998,-6.213464,0
2465,53.26274871542287,-6.211502552032471,0
2466,53.369375597299246,-6.2131547927856445,0
2467,53.318479685153136,-6.211373805999756,0
2468,53.3181976861341,-6.210837364196777,0
2469,53.27418301749058,-6.10116720199585,0
2470,53.318210504311736,-6.211051940917969,0
2471,53.44402807048080742488527352558,-6.19634200953069284473787838018,0
2472,53.27604352930974,-6.2192702293396,0
2473,53.350410425102765,-6.24697208404541,0
2474,53.326464611170685,-6.225900650024414,0
2475,53.32005628170163,-6.221351623535156,0
2476,53.32350408256196,-6.243453025817871,0
2477,53.282994711219786,-6.119577884674072,0
2478,53.319793,-6.220893,0
2479,53.30031257945534,-6.246500015258789,0
2480,53.3141725879552,-6.225171089172363,0
2481,53.27510686796406,-6.252079010009766,0
2482,53.303672173493,-6.2616003304201,0
2483,53.27922545838475,-6.1853542359313,0
2484,53.325016412884246,-6.218969821929932,0
2485,53.404331,-6.418606,0
2486,53.28227886112637,-6.190731525421143,0
2487,53.401509,-6.152017,0
2488,53.299825281752604,-6.291861534118652,0
2489,53.406239,-6.173286,0
2490,53.34193035297576,-6.3147783279418945,0
2491,53.227217431455486,-6.120650768280029,0
2492,53.375719186779,-6.4032578171395,0
2493,53.28843375527429,-6.138310432434082,0
2494,53.40872955778812,-6.166570075153686,0
2495,53.365112050357666,-6.260275840759277,0
2496,53.326393056,-6.264596293,0
2497,53.299049441042094,-6.1671388149261475,0
2498,53.28682007341923,-6.118741035461426,0
2499,53.46341277452625,-6.241347320098839,0
2500,53.375924928,-6.325349461,0
2501,53.3246447434509,-6.228132247924805,0
2502,53.329071702,-6.246580774,0
2503,53.341177517,-6.30508174,0
2504,53.36082246598096,-6.208541393280029,0
2505,53.34177921240579,-6.235173170198664,0
2506,53.33882917067245,-6.233836300247162,0
2507,53.337061875866006,-6.237906217575073,0
2508,53.32460629470405,-6.228153705596924,0
2509,53.324029559343735,-6.2457275390625,0
2510,53.46582788,-6.22690788,0
2511,53.356533645,-6.266467506,0
2512,53.350755475364,-6.27436501586908,0
2513,53.29533675198065,-6.142902374267578,0
2514,53.25939869431698,-6.20603084564209,0
2515,53.27766018416791,-6.418461799621582,0
2516,53.28031598440724,-6.1927056312561035,0
2517,53.273948552277524,-6.3351299545684014,0
2518,53.25742699267561,-6.214158563507112,0
2519,53.290720004,-6.159504652,0
2520,53.32127393835852,-6.251199245452881,0
2521,53.31958228087668,-6.248374271163925,0
2522,53.39119,-6.084621,0
2523,53.38172095815630093925289829688,-6.23336975876355254228361315822,0
2524,53.323979,-6.229274,0
2525,53.330177,-6.238789,0
2526,53.323497,-6.244092,0
2527,53.328099,-6.252069,0
2528,53.28371696388257,-6.219377517700195,0
2529,53.34829696976485,-6.269330978393555,0
2530,53.373374539920526,-6.337619044534222,0
2531,53.340599406390915,-6.293647289421642,0
2532,53.37292052592289,-6.33761883678585,0
