label,lat,lon,input,to,from
10,53.3376,-6.2658,0.0,936.0,900.0
11,53.32775,-6.27792,0.0,1296.0,1712.0
12,53.29323,-6.25189,0.0,1990.0,2715.0
13,53.32208,-6.31817,0.0,2486.0,2318.0
